Airline,Origin,Destination,Day,Month,Year,Weekday,Departure_Hour,Arrival_Hour,Duration_Minutes,Stops,Class,WiFi,Meals,Baggage_kg,Price_VND
Vietnam Airlines,VCA,HAN,5.0,4.0,2021.0,0.0,19.0,21.0,140.0,0,ECONOMY,No,No,20,1064453.0
Vietnam Airlines,HÀ NỘI,TP HCM,26.0,4.0,2021.0,0.0,17.0,19.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Pacific Airlines,TP HCM,ĐÀ LẠT,29.0,4.0,2021.0,3.0,10.0,11.0,65.0,0,ECONOMY (EF)-K,Limited,Snack,20,1565000.0
Vietnam Airlines,SGN,DAD,8.0,4.0,2021.0,3.0,20.0,21.0,97.0,0,ECONOMY,No,No,7,833679.0
Vietnam Airlines,DLI,SGN,4.0,4.0,2021.0,6.0,19.0,20.0,60.0,0,ECONOMY,Limited,Snack,23,2082000.0
Vietjet,NHA TRANG,HÀ NỘI,24.0,4.0,2021.0,5.0,7.0,9.0,105.0,0,ECO,No,No,7,694900.0
Pacific Airlines,TP HCM,PHÚ QUỐC,19.0,4.0,2021.0,0.0,7.0,8.0,65.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,THD,SGN,2.0,5.0,2021.0,6.0,18.0,20.0,122.0,0,ECONOMY,Limited,Snack,20,1805081.0
Pacific Airlines,SGN,HAN,10.0,4.0,2021.0,5.0,19.0,21.0,125.0,0,ECONOMY,No,No,7,859000.0
Pacific Airlines,SGN,DLI,5.0,4.0,2021.0,0.0,10.0,11.0,79.0,0,ECONOMY,No,No,7,710366.0
Vietnam Airlines,TP HCM,ĐÀ LẠT,5.0,4.0,2021.0,0.0,9.0,10.0,74.0,0,ECONOMY (EL)-P,No,No,7,890499.0
Pacific Airlines,HAN,SGN,5.0,4.0,2021.0,0.0,6.0,8.0,155.0,0,ECONOMY,No,No,7,859000.0
Vietravel Airlines,TP HCM,HÀ NỘI,13.0,4.0,2021.0,1.0,9.0,11.0,116.0,0,PROMO1 (P) - VÉ KHÔNG HOÀN,No,No,7,808834.0
Pacific Airlines,TP HCM,ĐÀ LẠT,22.0,4.0,2021.0,3.0,15.0,16.0,65.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,9.0,11.0,139.0,0,ECO,No,Snack,20,1363800.0
Bamboo Airways,TP HCM,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,5.0,7.0,90.0,0,ECO SAVER,No,No,7,706000.0
Vietjet,TP HCM,ĐÀ NẴNG,28.0,4.0,2021.0,2.0,6.0,7.0,80.0,0,ECO,No,Snack,20,1225900.0
Vietjet,SGN,PQC,11.0,4.0,2021.0,6.0,7.0,8.0,60.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,28.0,4.0,2021.0,2.0,13.0,16.0,135.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietnam Airlines,ĐÀ LẠT,HÀ NỘI,19.0,4.0,2021.0,0.0,10.0,12.0,122.0,0,ECONOMY (EC)-T,No,Snack,20,1397442.0
Pacific Airlines,HAN,SGN,3.0,5.0,2021.0,0.0,13.0,15.0,130.0,0,ECONOMY,No,Snack,20,1290000.0
Vietjet,TP HCM,HẢI PHÒNG,25.0,4.0,2021.0,6.0,22.0,0.0,108.0,0,ECO,No,No,7,703824.0
Vietjet,HUẾ,TP HCM,13.0,4.0,2021.0,1.0,20.0,21.0,85.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,2.0,5.0,2021.0,6.0,11.0,13.0,115.0,0,ECONOMY (EC)-R,Limited,Snack,20,1589032.0
Vietjet,HPH,SGN,4.0,5.0,2021.0,1.0,8.0,10.0,120.0,0,ECONOMY,No,No,7,959900.0
Pacific Airlines,VINH,TP HCM,21.0,4.0,2021.0,2.0,21.0,23.0,110.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,4.0,5.0,2021.0,1.0,13.0,14.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,1.0,4.0,2021.0,3.0,13.0,15.0,125.0,0,ECO,Limited,Snack,20,1610900.0
Vietnam Airlines,VCA,HAN,9.0,4.0,2021.0,4.0,19.0,21.0,135.0,0,ECONOMY,No,No,7,760000.0
Bamboo Airways,TP HCM,VINH,20.0,4.0,2021.0,1.0,6.0,8.0,115.0,0,ECO SAVER,No,No,7,861000.0
Bamboo Airways,TP HCM,HÀ NỘI,12.0,4.0,2021.0,0.0,17.0,19.0,130.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,HÀ NỘI,CẦN THƠ,16.0,4.0,2021.0,4.0,8.0,10.0,118.0,0,ECO,No,No,20,1247369.0
Bamboo Airways,TP HCM,ĐÀ LẠT,22.0,4.0,2021.0,3.0,9.0,10.0,55.0,0,ECO SAVER,No,No,7,761000.0
Vietjet,PHÚ QUỐC,TP HCM,10.0,4.0,2021.0,5.0,9.0,10.0,65.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,CẦN THƠ,7.0,4.0,2021.0,2.0,10.0,13.0,130.0,0,ECONOMY (EL)-A,No,No,7,970000.0
Vietnam Airlines,PHÚ QUỐC,HÀ NỘI,30.0,4.0,2021.0,4.0,11.0,13.0,135.0,0,ECONOMY (EC)-E,No,Snack,20,1290000.0
Bamboo Airways,ĐÀ LẠT,HÀ NỘI,16.0,4.0,2021.0,4.0,20.0,21.0,103.0,0,ECO SAVER,No,No,7,860077.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,11.0,4.0,2021.0,6.0,17.0,19.0,90.0,0,ECONOMY (EC)-R,No,No,20,1180000.0
Bamboo Airways,DAD,HAN,1.0,5.0,2021.0,5.0,23.0,0.0,80.0,0,ECONOMY,No,No,20,1071000.0
Vietnam Airlines,PHÚ QUỐC,HÀ NỘI,3.0,5.0,2021.0,0.0,21.0,23.0,135.0,0,ECONOMY (EF)-H,Yes,Yes,23,3600000.0
Vietjet,TP HCM,ĐÀ NẴNG,21.0,4.0,2021.0,2.0,6.0,7.0,80.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,SGN,PQC,8.0,4.0,2021.0,3.0,15.0,16.0,77.0,0,ECONOMY,No,No,7,967881.0
Vietjet,TP HCM,ĐÀ NẴNG,22.0,4.0,2021.0,3.0,20.0,22.0,80.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,SGN,HAN,4.0,5.0,2021.0,1.0,6.0,8.0,123.0,0,ECONOMY,No,No,7,881674.0
Vietnam Airlines,THANH HÓA,TP HCM,4.0,4.0,2021.0,6.0,9.0,11.0,130.0,0,ECONOMY (EL)-A,No,No,7,870000.0
Vietnam Airlines,VCL,SGN,10.0,4.0,2021.0,5.0,19.0,20.0,85.0,0,ECONOMY,No,No,7,870000.0
Vietjet,ĐÀ NẴNG,TP HCM,12.0,4.0,2021.0,0.0,22.0,0.0,87.0,0,ECO,No,No,7,712148.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,21.0,4.0,2021.0,2.0,7.0,9.0,100.0,0,ECO FLEX,Limited,Yes,23,2822000.0
Vietnam Airlines,HUẾ,TP HCM,5.0,4.0,2021.0,0.0,12.0,13.0,85.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Bamboo Airways,QUY NHƠN,HÀ NỘI,5.0,4.0,2021.0,0.0,11.0,13.0,100.0,0,ECO SMART,Limited,Snack,20,1942000.0
Vietjet,HPH,SGN,2.0,5.0,2021.0,6.0,19.0,21.0,126.0,0,BUSINESS,Yes,Yes,30,4176563.0
Vietnam Airlines,CXR,SGN,15.0,1.0,2026.0,3.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1095495.0
Vietjet,THANH HÓA,TP HCM,29.0,4.0,2021.0,3.0,18.0,20.0,120.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,SGN,PQC,22.0,1.0,2026.0,3.0,0.0,6.0,0.0,1,BUSINESS,Yes,Yes,30,2073390.0
Bamboo Airways,HÀ NỘI,NHA TRANG,14.0,4.0,2021.0,2.0,12.0,14.0,106.0,0,ECO SAVER,Limited,Snack,20,1473732.0
Vietnam Airlines,PHÚ QUỐC,HÀ NỘI,11.0,4.0,2021.0,6.0,21.0,23.0,125.0,0,ECONOMY (EG)-M,Yes,Yes,23,4337000.0
Vietjet,HUẾ,TP HCM,15.0,4.0,2021.0,3.0,11.0,12.0,73.0,0,ECO,No,No,7,671332.0
Vietnam Airlines,NHA TRANG,TP HCM,12.0,4.0,2021.0,0.0,17.0,18.0,70.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Vietnam Airlines,HÀ NỘI,CẦN THƠ,6.0,4.0,2021.0,1.0,11.0,13.0,131.0,0,ECONOMY (EL)-P,No,No,20,1027155.0
Vietnam Airlines,SGN,HAN,12.0,4.0,2021.0,0.0,8.0,10.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietjet,SGN,DAD,2.0,4.0,2021.0,4.0,10.0,11.0,80.0,0,ECONOMY,No,No,7,860900.0
Pacific Airlines,TP HCM,HÀ NỘI,27.0,4.0,2021.0,1.0,16.0,18.0,140.0,0,ECONOMY (EC)-T,No,Snack,20,1290000.0
Vietnam Airlines,HUI,SGN,2.0,4.0,2021.0,4.0,12.0,14.0,100.0,0,ECONOMY,No,No,7,759000.0
Bamboo Airways,DLI,HAN,1.0,4.0,2021.0,3.0,9.0,11.0,124.0,0,BUSINESS,Yes,Yes,30,4660399.0
Vietjet,SGN,DAD,5.0,4.0,2021.0,0.0,15.0,17.0,85.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,DAD,SGN,2.0,5.0,2021.0,6.0,16.0,17.0,82.0,0,ECONOMY,Limited,Yes,23,2745621.0
Bamboo Airways,CẦN THƠ,HÀ NỘI,27.0,4.0,2021.0,1.0,12.0,14.0,135.0,0,ECO SAVER,No,No,7,806000.0
Bamboo Airways,HAN,DAD,5.0,4.0,2021.0,0.0,21.0,22.0,80.0,0,ECONOMY,No,No,7,761000.0
Vietravel Airlines,ĐÀ LẠT,TP HCM,10.0,4.0,2021.0,5.0,15.0,16.0,55.0,0,PROMO1 (P) - VÉ KHÔNG HOÀN,No,No,7,691600.0
Vietjet,NHA TRANG,TP HCM,13.0,4.0,2021.0,1.0,13.0,14.0,55.0,0,ECO,No,No,7,682800.0
Vietjet,SGN,THD,11.0,4.0,2021.0,6.0,17.0,19.0,125.0,0,ECONOMY,No,No,7,748005.0
Vietnam Airlines,NHA TRANG,TP HCM,1.0,4.0,2021.0,3.0,12.0,13.0,70.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Bamboo Airways,VINH,TP HCM,22.0,4.0,2021.0,3.0,21.0,23.0,115.0,0,ECO SAVER,No,No,7,761000.0
Bamboo Airways,PQC,SGN,5.0,4.0,2021.0,0.0,10.0,11.0,60.0,0,ECONOMY,No,No,7,861000.0
Bamboo Airways,PQC,HAN,3.0,4.0,2021.0,5.0,17.0,20.0,116.0,0,ECONOMY,Yes,Yes,23,4996215.0
Vietjet,HÀ NỘI,TP HCM,9.0,4.0,2021.0,4.0,16.0,18.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,TP HCM,HÀ NỘI,3.0,5.0,2021.0,0.0,22.0,0.0,130.0,0,ECONOMY (EC)-Q,Limited,Snack,23,2390000.0
Vietnam Airlines,TP HCM,THANH HÓA,10.0,4.0,2021.0,5.0,11.0,13.0,120.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,CHU LAI,TP HCM,14.0,4.0,2021.0,2.0,12.0,14.0,80.0,0,ECO,No,No,7,749900.0
Bamboo Airways,CẦN THƠ,HÀ NỘI,19.0,4.0,2021.0,0.0,12.0,14.0,135.0,0,ECO SAVER MAX,No,No,7,750000.0
Vietjet,TP HCM,PHÚ QUỐC,25.0,4.0,2021.0,6.0,12.0,13.0,48.0,0,ECO,No,No,7,671899.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,27.0,4.0,2021.0,1.0,7.0,9.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,HAN,BKK,6.0,1.0,2026.0,1.0,12.0,14.0,110.0,0,ECONOMY,Limited,Snack,23,2431769.0
Vietnam Airlines,HAN,DAD,7.0,1.0,2026.0,2.0,12.0,14.0,98.0,0,ECONOMY,No,Snack,20,1406022.0
Vietjet,DAD,SGN,14.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,ECONOMY,No,No,7,689273.0
Pacific Airlines,TP HCM,HÀ NỘI,2.0,5.0,2021.0,6.0,12.0,15.0,155.0,0,ECONOMY (EC)-E,No,No,20,1080000.0
Vietjet,TP HCM,PHÚ QUỐC,27.0,4.0,2021.0,1.0,7.0,8.0,60.0,0,ECO,No,No,7,694900.0
Pacific Airlines,CXR,SGN,12.0,4.0,2021.0,0.0,21.0,22.0,70.0,0,ECONOMY,No,No,7,804000.0
Vietnam Airlines,HUI,SGN,3.0,4.0,2021.0,5.0,9.0,10.0,100.0,0,ECONOMY,No,No,7,759000.0
Vietnam Airlines,VINH,TP HCM,16.0,4.0,2021.0,4.0,18.0,20.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,HAN,PQC,11.0,4.0,2021.0,6.0,10.0,12.0,125.0,0,ECONOMY,No,Snack,20,1456900.0
Vietjet,TP HCM,HẢI PHÒNG,8.0,4.0,2021.0,3.0,18.0,20.0,107.0,0,ECO,No,No,7,673895.0
Vietjet,PHÚ QUỐC,HÀ NỘI,3.0,5.0,2021.0,0.0,9.0,11.0,125.0,0,ECO,Limited,Yes,23,2765900.0
Vietnam Airlines,HAN,DAD,2.0,5.0,2021.0,6.0,17.0,18.0,70.0,0,BUSINESS,Yes,Yes,30,3427896.0
Vietjet,HAN,SGN,4.0,4.0,2021.0,6.0,5.0,7.0,140.0,0,ECONOMY,No,No,7,858609.0
Vietnam Airlines,HUI,SGN,3.0,5.0,2021.0,0.0,18.0,19.0,100.0,0,ECONOMY,Limited,Yes,23,2632000.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,22.0,4.0,2021.0,3.0,11.0,12.0,88.0,0,ECONOMY (EL)-A,No,No,7,737084.0
Vietjet,DAD,HAN,17.0,1.0,2026.0,5.0,12.0,14.0,110.0,0,ECONOMY,Yes,Yes,23,3863343.0
Vietjet,ĐÀ NẴNG,HÀ NỘI,18.0,4.0,2021.0,6.0,21.0,23.0,80.0,0,ECO,No,Snack,20,1324900.0
Vietnam Airlines,CẦN THƠ,HÀ NỘI,7.0,4.0,2021.0,2.0,15.0,17.0,146.0,0,ECONOMY (EL)-A,No,No,7,945049.0
Vietjet,VINH,TP HCM,21.0,4.0,2021.0,2.0,13.0,14.0,110.0,0,ECO,No,No,7,959900.0
Vietjet,HÀ NỘI,TP HCM,13.0,4.0,2021.0,1.0,15.0,17.0,125.0,0,ECO,No,No,7,849900.0
Vietjet,PHÚ QUỐC,TP HCM,6.0,4.0,2021.0,1.0,9.0,10.0,65.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,SGN,CXR,12.0,4.0,2021.0,0.0,10.0,11.0,70.0,0,ECONOMY,No,No,7,859000.0
Vietjet,ĐÀ LẠT,HÀ NỘI,4.0,5.0,2021.0,1.0,21.0,23.0,123.0,0,ECO,No,No,20,1122042.0
Vietnam Airlines,HAN,SGN,9.0,4.0,2021.0,4.0,5.0,7.0,135.0,0,ECONOMY,No,No,7,969000.0
Pacific Airlines,PHÚ QUỐC,TP HCM,8.0,4.0,2021.0,3.0,13.0,14.0,70.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Bamboo Airways,TP HCM,HÀ NỘI,3.0,4.0,2021.0,5.0,14.0,17.0,130.0,0,ECO SAVER,No,No,20,1071000.0
Vietjet,PHÚ QUỐC,TP HCM,18.0,4.0,2021.0,6.0,11.0,13.0,70.0,0,ECO,No,Snack,20,1236900.0
Vietjet,HAN,DAD,17.0,1.0,2026.0,5.0,12.0,14.0,110.0,0,ECONOMY,Limited,Yes,23,2540658.0
Vietravel Airlines,DAD,SGN,8.0,1.0,2026.0,3.0,12.0,14.0,110.0,0,ECONOMY,No,No,7,923475.0
Vietjet,PQC,SGN,6.0,1.0,2026.0,1.0,12.0,14.0,123.0,0,ECONOMY,No,No,20,1148432.0
Vietnam Airlines,HAN,PQC,2.0,4.0,2021.0,4.0,8.0,10.0,135.0,0,ECONOMY,Yes,Yes,23,4337000.0
Pacific Airlines,TP HCM,NHA TRANG,1.0,4.0,2021.0,3.0,19.0,20.0,65.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietnam Airlines,DAD,SGN,10.0,4.0,2021.0,5.0,15.0,17.0,90.0,0,ECONOMY,No,No,7,859000.0
Vietjet,SGN,HAN,12.0,4.0,2021.0,0.0,20.0,22.0,125.0,0,ECONOMY,No,No,7,849900.0
Vietjet,SGN,DAD,6.0,4.0,2021.0,1.0,5.0,6.0,80.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,TP HCM,20.0,4.0,2021.0,1.0,11.0,13.0,133.0,0,ECONOMY (EL)-P,No,No,7,948774.0
Vietjet,CHU LAI,TP HCM,4.0,4.0,2021.0,6.0,16.0,17.0,75.0,0,ECO,No,No,20,1136900.0
Bamboo Airways,PQC,HAN,18.0,1.0,2026.0,6.0,12.0,14.0,110.0,0,ECONOMY,Limited,Snack,23,2268861.0
Bamboo Airways,SGN,HAN,4.0,5.0,2021.0,1.0,21.0,23.0,130.0,0,ECONOMY,No,No,7,861000.0
Bamboo Airways,HAN,VCA,7.0,4.0,2021.0,2.0,17.0,19.0,135.0,0,ECONOMY,No,No,7,752886.0
Vietravel Airlines,HÀ NỘI,TP HCM,9.0,4.0,2021.0,4.0,5.0,8.0,123.0,0,PROMO1 (P) - VÉ KHÔNG HOÀN,No,No,7,768568.0
Vietjet,HÀ NỘI,TP HCM,13.0,4.0,2021.0,1.0,22.0,0.0,135.0,0,ECO,No,No,7,849900.0
Bamboo Airways,HAN,SGN,19.0,1.0,2026.0,0.0,0.0,6.0,30.0,1,BUSINESS,Yes,Yes,30,3261572.0
Vietnam Airlines,SGN,HPH,10.0,4.0,2021.0,5.0,8.0,10.0,125.0,0,ECONOMY,No,No,7,785074.0
Vietjet,HÀ NỘI,TP HCM,8.0,4.0,2021.0,3.0,11.0,13.0,125.0,0,ECO,No,No,7,812627.0
Vietravel Airlines,HÀ NỘI,ĐÀ NẴNG,2.0,5.0,2021.0,6.0,12.0,13.0,78.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,753725.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,18.0,4.0,2021.0,6.0,13.0,16.0,135.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,TP HCM,ĐÀ LẠT,22.0,4.0,2021.0,3.0,5.0,6.0,41.0,0,ECO,No,No,7,706393.0
Vietjet,TP HCM,ĐÀ NẴNG,4.0,4.0,2021.0,6.0,18.0,19.0,80.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HPH,SGN,1.0,5.0,2021.0,5.0,13.0,16.0,135.0,0,ECONOMY,Limited,Snack,20,1620000.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,24.0,4.0,2021.0,5.0,13.0,14.0,65.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Pacific Airlines,PHÚ QUỐC,TP HCM,14.0,4.0,2021.0,2.0,8.0,9.0,70.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,PHÚ QUỐC,TP HCM,4.0,4.0,2021.0,6.0,13.0,14.0,67.0,0,ECO,Limited,Snack,20,1719008.0
Vietjet,HÀ NỘI,TP HCM,7.0,4.0,2021.0,2.0,7.0,9.0,125.0,0,ECO,No,No,7,849900.0
Vietjet,SGN,HPH,4.0,5.0,2021.0,1.0,19.0,21.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,TP HCM,HUẾ,4.0,5.0,2021.0,1.0,6.0,8.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,TP HCM,CHU LAI,4.0,5.0,2021.0,1.0,11.0,13.0,88.0,0,ECONOMY (EL)-A,No,No,7,726907.0
Vietjet,TP HCM,THANH HÓA,3.0,5.0,2021.0,0.0,17.0,19.0,115.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,HÀ NỘI,TP HCM,15.0,4.0,2021.0,3.0,22.0,0.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,ĐÀ NẴNG,TP HCM,25.0,4.0,2021.0,6.0,13.0,14.0,85.0,0,ECO,No,No,7,860900.0
Vietnam Airlines,UIH,HAN,1.0,4.0,2021.0,3.0,16.0,18.0,101.0,0,ECONOMY,No,Snack,20,1332833.0
Bamboo Airways,HAN,DAD,1.0,4.0,2021.0,3.0,21.0,22.0,80.0,0,ECONOMY,No,No,20,1071000.0
Vietjet,HÀ NỘI,TP HCM,15.0,4.0,2021.0,3.0,12.0,15.0,130.0,0,ECO,No,No,7,849900.0
Vietravel Airlines,TP HCM,PHÚ QUỐC,15.0,4.0,2021.0,3.0,6.0,7.0,65.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,696000.0
Vietjet,ĐÀ LẠT,HÀ NỘI,5.0,4.0,2021.0,0.0,16.0,18.0,110.0,0,SKYBOSS,Limited,Snack,23,2082800.0
Vietjet,VII,SGN,9.0,4.0,2021.0,4.0,17.0,19.0,110.0,0,ECONOMY,No,No,7,959900.0
Bamboo Airways,HÀ NỘI,ĐÀ LẠT,12.0,4.0,2021.0,0.0,5.0,7.0,110.0,0,ECO SAVER,No,No,7,971000.0
Vietjet,ĐÀ NẴNG,TP HCM,10.0,4.0,2021.0,5.0,8.0,9.0,85.0,0,ECO,No,No,7,694900.0
Vietjet,HAN,CXR,8.0,4.0,2021.0,3.0,18.0,20.0,110.0,0,ECONOMY,Limited,Snack,23,2082800.0
Vietjet,CHU LAI,TP HCM,3.0,5.0,2021.0,0.0,20.0,21.0,90.0,0,ECO,No,Snack,20,1291327.0
Vietjet,SGN,SIN,20.0,1.0,2026.0,1.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1155355.0
Vietjet,HÀ NỘI,CẦN THƠ,17.0,4.0,2021.0,5.0,5.0,7.0,130.0,0,ECO,No,No,20,1070900.0
Bamboo Airways,ĐÀ NẴNG,TP HCM,7.0,4.0,2021.0,2.0,8.0,10.0,95.0,0,ECO SAVER,No,No,7,706000.0
Vietjet,CXR,HAN,8.0,4.0,2021.0,3.0,11.0,13.0,110.0,0,ECONOMY,No,No,20,1070900.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,3.0,5.0,2021.0,0.0,8.0,9.0,72.0,0,ECONOMY (EF)-K,Limited,Snack,20,1549126.0
Vietravel Airlines,HÀ NỘI,TP HCM,27.0,4.0,2021.0,1.0,20.0,23.0,165.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,996697.0
Vietnam Airlines,HAN,SGN,1.0,5.0,2021.0,5.0,11.0,13.0,135.0,0,ECONOMY,No,Snack,20,1400000.0
Pacific Airlines,ĐÀ LẠT,HÀ NỘI,15.0,4.0,2021.0,3.0,18.0,20.0,150.0,0,ECONOMY (EC)-E,No,No,20,1031337.0
Vietjet,TP HCM,CHU LAI,10.0,4.0,2021.0,5.0,15.0,16.0,85.0,0,ECO,No,No,7,760974.0
Vietnam Airlines,SGN,HAN,6.0,4.0,2021.0,1.0,8.0,10.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietjet,SGN,HAN,3.0,4.0,2021.0,5.0,15.0,18.0,140.0,0,BUSINESS,Yes,Yes,30,3399600.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,16.0,4.0,2021.0,4.0,7.0,8.0,80.0,0,ECO SAVER,No,No,7,706000.0
Vietjet,PQC,HAN,5.0,4.0,2021.0,0.0,17.0,19.0,125.0,0,ECONOMY,Limited,Snack,23,2105900.0
Vietnam Airlines,NHA TRANG,HÀ NỘI,8.0,4.0,2021.0,3.0,9.0,11.0,120.0,0,ECONOMY (EL)-A,No,No,7,859000.0
Vietnam Airlines,SGN,HAN,3.0,4.0,2021.0,5.0,7.0,9.0,136.0,0,BUSINESS,Yes,Yes,30,4042150.0
Vietjet,TP HCM,THANH HÓA,17.0,4.0,2021.0,5.0,11.0,14.0,130.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,SGN,CXR,2.0,4.0,2021.0,4.0,10.0,11.0,70.0,0,ECONOMY,Limited,Snack,20,1620000.0
Vietjet,SGN,DAD,11.0,4.0,2021.0,6.0,13.0,14.0,80.0,0,ECONOMY,No,No,7,694900.0
Vietjet,TP HCM,HÀ NỘI,18.0,4.0,2021.0,6.0,10.0,12.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,SGN,VII,8.0,4.0,2021.0,3.0,16.0,18.0,115.0,0,ECONOMY,No,No,7,970000.0
Bamboo Airways,HÀ NỘI,PHÚ QUỐC,16.0,4.0,2021.0,4.0,14.0,16.0,112.0,0,ECO SMART,Limited,Snack,23,2101221.0
Vietnam Airlines,HAN,DAD,6.0,1.0,2026.0,1.0,12.0,14.0,110.0,0,ECONOMY,Limited,Snack,20,1609135.0
Pacific Airlines,TP HCM,PHÚ QUỐC,18.0,4.0,2021.0,6.0,7.0,8.0,65.0,0,ECONOMY (EC)-T,No,No,20,1025000.0
Vietnam Airlines,HAN,VCA,9.0,4.0,2021.0,4.0,10.0,13.0,123.0,0,ECONOMY,No,No,20,1081786.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,15.0,4.0,2021.0,3.0,18.0,19.0,85.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietravel Airlines,SGN,HAN,2.0,5.0,2021.0,6.0,6.0,8.0,140.0,0,ECONOMY,No,No,7,950000.0
Vietnam Airlines,SGN,VII,9.0,4.0,2021.0,4.0,6.0,8.0,112.0,0,ECONOMY,No,No,7,747610.0
Vietnam Airlines,THANH HÓA,TP HCM,13.0,4.0,2021.0,1.0,13.0,15.0,136.0,0,ECONOMY (EL)-A,No,No,7,725132.0
Vietjet,TP HCM,THANH HÓA,4.0,4.0,2021.0,6.0,11.0,13.0,120.0,0,ECO,No,No,7,849900.0
Vietjet,SGN,HAN,2.0,5.0,2021.0,6.0,20.0,22.0,125.0,0,ECONOMY,No,No,20,1170900.0
Vietjet,TP HCM,PHÚ QUỐC,15.0,4.0,2021.0,3.0,13.0,14.0,64.0,0,ECO,No,No,7,666079.0
Vietnam Airlines,TP HCM,THANH HÓA,12.0,4.0,2021.0,0.0,11.0,13.0,120.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,HAN,VCA,4.0,4.0,2021.0,6.0,8.0,10.0,144.0,0,ECONOMY,No,No,7,920590.0
Vietjet,SGN,HAN,9.0,4.0,2021.0,4.0,22.0,0.0,130.0,0,ECONOMY,No,No,7,849900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,8.0,4.0,2021.0,3.0,15.0,16.0,66.0,0,ECONOMY (EL)-P,No,No,7,886145.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,4.0,5.0,2021.0,1.0,22.0,23.0,70.0,0,ECONOMY (EC)-N,No,Snack,20,1290000.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,3.0,5.0,2021.0,0.0,11.0,13.0,130.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Vietnam Airlines,HAN,DAD,4.0,4.0,2021.0,6.0,9.0,10.0,85.0,0,ECONOMY,No,No,20,1180000.0
